compound_name,inchikey,connectivity,in_tggates,tggates_liver,tggates_kidney,in_drugmatrix,cross_platform_replicate,in_tox21,tox21_assays_labelled,tox21_assays_active,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
ciprofloxacin,MYSWGUAQZAJSOK-UHFFFAOYSA-N,MYSWGUAQZAJSOK,Y,Y,Y,Y,Y,Y,11,0,0,0,0,0,0,0,0,,0,0,0,0
Cisapride,DCSUBABJRXZOMT-IRLDBZIGSA-N,DCSUBABJRXZOMT,,,,Y,,Y,9,0,0,0,,0,,0,0,0,0,0,,0
cisplatin,QGZKDVFQNNGYKY-UHFFFAOYSA-N,QGZKDVFQNNGYKY,Y,Y,Y,Y,Y,Y,12,1,0,0,0,0,0,0,0,1,0,0,0,0
Citalopram,WSEQXVZVJXJVFP-UHFFFAOYSA-N,WSEQXVZVJXJVFP,,,,Y,,Y,10,0,0,0,0,0,0,0,0,,0,0,,0
Citric Acid,KRKNYBCHXYNGOX-UHFFFAOYSA-N,KRKNYBCHXYNGOX,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Clarithromycin,AGOYDEPGAOXOCK-KCBOHYOISA-N,AGOYDEPGAOXOCK,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Clemastine,YNNUSGIPVFPVBX-NHCUHLMSSA-N,YNNUSGIPVFPVBX,,,,Y,,Y,10,0,0,0,0,0,0,0,0,,0,0,,0
Clindamycin,KDLRVYVGXIQJDK-AWPVFWJPSA-N,KDLRVYVGXIQJDK,,,,Y,,Y,10,0,0,0,0,0,0,0,0,,0,,0,0
Clobetasol Propionate,CBGUOGMQLZIXBE-XGQKBEPLSA-N,CBGUOGMQLZIXBE,,,,Y,,Y,10,4,1,1,1,,0,0,0,,0,0,1,0
clofibrate,KNHUKKLJHYUCFP-UHFFFAOYSA-N,KNHUKKLJHYUCFP,Y,Y,Y,Y,Y,Y,12,1,0,0,0,0,1,0,0,0,0,0,0,0
Clofibric Acid,TXCGAZHTZHNUAI-UHFFFAOYSA-N,TXCGAZHTZHNUAI,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Clomiphene,GKIRPKYJQBWNGO-UHFFFAOYSA-N,GKIRPKYJQBWNGO,,,,Y,,Y,7,1,0,0,0,1,,0,0,,0,,,
clomipramine,GDLIGKIOYRNHDA-UHFFFAOYSA-N,GDLIGKIOYRNHDA,Y,Y,,Y,Y,Y,9,0,0,0,0,,0,0,,0,0,0,,0
Clonidine,GJSURZIOUXUGAL-UHFFFAOYSA-N,GJSURZIOUXUGAL,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Clopidogrel,GKTWGGQPFAXNFI-HNNXBMFYSA-N,GKTWGGQPFAXNFI,,,,Y,,Y,12,2,0,0,0,0,1,1,0,0,0,0,0,0
Closantel,JMPFSEBWVLAJKM-UHFFFAOYSA-N,JMPFSEBWVLAJKM,,,,Y,,Y,7,2,0,0,0,,,0,0,,,,1,1
Clotrimazole,VNFPBHJOKIVQEB-UHFFFAOYSA-N,VNFPBHJOKIVQEB,,,,Y,,Y,6,4,0,,1,1,,,,1,0,1,,
Cloxacillin,LQOLIRLGBULYKD-JKIFEVAISA-N,LQOLIRLGBULYKD,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
clozapine,QZUDBNBUXVUHMW-UHFFFAOYSA-N,QZUDBNBUXVUHMW,Y,,,Y,Y,Y,8,0,0,0,0,0,,0,,,0,0,,0
Cobalt (Ii) Chloride,XLJKHNWPARRRJB-UHFFFAOYSA-N,XLJKHNWPARRRJB,,,,Y,,Y,12,1,0,0,0,0,0,0,0,1,0,0,0,0
Cobalt(Ii) Acetylacetonate,YRKCREAYFQTBPV-UHFFFAOYSA-N,YRKCREAYFQTBPV,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
colchicine,IAKHMKGGTNLKSZ-INIZCTEOSA-N,IAKHMKGGTNLKSZ,Y,Y,,Y,Y,Y,10,3,0,,0,0,0,0,,1,1,0,1,0
Cortisone,MFYSYFVPBJMHGN-ZPOLXVRWSA-N,MFYSYFVPBJMHGN,,,,Y,,Y,12,2,1,1,0,0,0,0,0,0,0,0,0,0
coumarin,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,ZYGHJZDHTFUPRJ,Y,Y,,Y,Y,Y,12,1,0,0,0,0,1,0,0,0,0,0,0,0
Cromolyn,IMZMKUWMOSJXDT-UHFFFAOYSA-N,IMZMKUWMOSJXDT,,,,Y,,Y,11,0,0,0,0,0,0,0,0,0,0,0,,0
Crotamiton,DNTGGZPQPQTDQF-UHFFFAOYSA-N,DNTGGZPQPQTDQF,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
cycloheximide,YPHMISFOHDHNIV-FSZOTQKASA-N,YPHMISFOHDHNIV,Y,Y,,Y,Y,Y,7,2,0,0,0,1,,0,,,,0,,1
cyclophosphamide,CMSMOCZEIVJLDB-UHFFFAOYSA-N,CMSMOCZEIVJLDB,Y,Y,Y,Y,Y,Y,12,1,0,0,0,0,1,0,0,0,0,0,0,0
cyclosporine A,PMATZTZNYRCHOR-CGLBZJNRSA-N,PMATZTZNYRCHOR,Y,Y,Y,Y,Y,Y,9,1,0,,0,0,0,0,,1,0,0,,0
Cyproheptadine,JJCFRYNCJDLXIK-UHFFFAOYSA-N,JJCFRYNCJDLXIK,,,,Y,,Y,11,0,0,0,0,0,0,0,0,0,0,0,,0
Cyproterone Acetate,UWFYSQMTEOIJJG-FDTZYFLXSA-N,UWFYSQMTEOIJJG,,,,Y,,Y,11,3,1,1,0,0,0,0,0,1,0,0,,0
Cytarabine,UHDGCWIWMRVCDJ-CCXZUQQUSA-N,UHDGCWIWMRVCDJ,,,,Y,,Y,12,2,0,0,0,0,1,0,0,0,0,0,0,1
D-Limonene,XMGQYMWWDOXHJM-JTQLQIEISA-N,XMGQYMWWDOXHJM,,,,Y,,Y,11,0,0,0,0,0,,0,0,0,0,0,0,0
D-Tubocurarine Chloride,JFJZZMVDLULRGK-URLMMPGGSA-O,JFJZZMVDLULRGK,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Dactinomycin,RJURFGZVJUQBHK-IIXSONLDSA-N,RJURFGZVJUQBHK,,,,Y,,Y,7,2,0,,0,1,,0,,,0,0,,1
danazol,POZRVZJJTULAOH-LHZXLZLDSA-N,POZRVZJJTULAOH,Y,Y,,Y,Y,Y,11,6,1,1,0,1,1,1,0,,0,1,0,0
dantrolene,OZOMQRBLCMDCEG-VIZOYTHASA-N,OZOMQRBLCMDCEG,Y,Y,,,,Y,12,2,0,0,1,0,0,0,0,0,0,0,1,0
Daunorubicin,STQGQHZAVUOBTE-VGBVRHCVSA-N,STQGQHZAVUOBTE,,,,Y,,Y,9,7,0,1,,1,1,1,,,1,0,1,1
Deferiprone,TZXKOCQBRNJULO-UHFFFAOYSA-N,TZXKOCQBRNJULO,,,,Y,,Y,9,0,0,0,,0,0,0,0,,0,,0,0
desmopressin acetate,NFLWUMRGJYTJIN-PNIOQBSNSA-N,NFLWUMRGJYTJIN,Y,Y,Y,,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
dexamethasone,UREBDLICKHMUKA-CXSFZGCWSA-N,UREBDLICKHMUKA,Y,Y,,Y,Y,Y,10,2,1,1,,,0,0,0,0,0,0,0,0
Dexfenfluramine,DBGIVFWFUFKIQN-VIFPVBQESA-N,DBGIVFWFUFKIQN,,,,Y,,Y,9,0,0,0,0,0,0,0,0,,0,,,0
diazepam,AAOVKJBEBIDNHE-UHFFFAOYSA-N,AAOVKJBEBIDNHE,Y,Y,,Y,Y,Y,10,1,0,0,0,,,0,0,0,1,0,0,0
Dibromochloromethane,GATVIKZLVQHOMN-UHFFFAOYSA-N,GATVIKZLVQHOMN,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Dichlorvos,OEBRKCOSUFCWJD-UHFFFAOYSA-N,OEBRKCOSUFCWJD,,,,Y,,Y,12,1,0,0,0,0,0,0,0,1,0,0,0,0
diclofenac,DCOPUUMXTXDBNB-UHFFFAOYSA-N,DCOPUUMXTXDBNB,Y,Y,,Y,Y,Y,11,2,0,0,0,0,1,0,0,,0,0,0,1
Dicumarol,DOBMPNYZJYQDGZ-UHFFFAOYSA-N,DOBMPNYZJYQDGZ,,,,Y,,Y,1,1,,,,,,,,1,,,,
Dicyclomine,CURUTKGFNZGFSE-UHFFFAOYSA-N,CURUTKGFNZGFSE,,,,Y,,Y,10,0,0,0,0,,0,0,0,0,0,0,,0
Dideoxycytidine,WREGKURFCTUGRC-POYBYMJQSA-N,WREGKURFCTUGRC,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Diethanolamine,ZBCBWPMODOFKDW-UHFFFAOYSA-N,ZBCBWPMODOFKDW,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
diethyl maleate,IEPRKVQEAMIZSS-WAYWQWQTSA-N,IEPRKVQEAMIZSS,Y,Y,,,,Y,12,1,0,0,0,0,0,0,0,1,0,0,0,0
Diethylstilbestrol,RGLYKWWBQGJZGM-ISLYRVAYSA-N,RGLYKWWBQGJZGM,,,,Y,,Y,10,4,0,0,0,0,1,1,0,,0,,1,1
Diflunisal,HUPFGZXOMWLGNK-UHFFFAOYSA-N,HUPFGZXOMWLGNK,,,,Y,,Y,8,0,0,,0,0,0,0,,,0,0,,0
Digitonin,UVYVLBIGDKGWPX-KUAJCENISA-N,UVYVLBIGDKGWPX,,,,Y,,Y,3,2,0,,,,,1,,,1,,,
Digitoxin,WDJUZGPOPHTGOT-XUDUSOBPSA-N,WDJUZGPOPHTGOT,,,,Y,,Y,6,3,,1,0,,,0,,,,0,1,1
Digoxin,LTMHDMANZUZIPE-PUGKRICDSA-N,LTMHDMANZUZIPE,,,,Y,,Y,8,6,,1,0,1,1,1,,,,0,1,1
diltiazem,HSUGRBWQSSZJOP-RTWAWAEBSA-N,HSUGRBWQSSZJOP,Y,Y,,,,Y,10,0,0,0,0,0,0,,0,0,0,0,0,
Dimenhydrinate,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,ZZVUWRFHKOJYTH,,,,Y,,Y,12,1,0,0,0,0,0,1,0,0,0,0,0,0
Dimethyl Methylphosphonate,VONWDASPFIQPDY-UHFFFAOYSA-N,VONWDASPFIQPDY,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Diphenidol,OGAKLTJNUQRZJU-UHFFFAOYSA-N,OGAKLTJNUQRZJU,,,,Y,,Y,11,0,0,0,0,0,0,0,0,0,0,0,,0
Dipyridamole,IZEKFCXSFNUWAM-UHFFFAOYSA-N,IZEKFCXSFNUWAM,,,,Y,,Y,4,1,0,,0,,,,0,,,,,1
Dipyrone,LVWZTYCIRDMTEY-UHFFFAOYSA-N,LVWZTYCIRDMTEY,,,,Y,,Y,12,1,0,0,0,0,1,0,0,0,0,0,0,0
disopyramide,UVTNFZQICZKOEM-UHFFFAOYSA-N,UVTNFZQICZKOEM,Y,Y,,,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
disulfiram,AUZONCFQVSMFAP-UHFFFAOYSA-N,AUZONCFQVSMFAP,Y,Y,,Y,Y,Y,9,6,0,1,1,,,0,1,,1,1,1,0
Dobutamine,JRWZLRBJNMZMFE-UHFFFAOYSA-N,JRWZLRBJNMZMFE,,,,Y,,Y,9,0,0,0,,,0,0,0,0,0,0,,0
Doxapram,XFDJYSQDBULQSI-UHFFFAOYSA-N,XFDJYSQDBULQSI,,,,Y,,Y,11,0,0,0,0,0,0,0,0,,0,0,0,0
Doxazosin,RUZYUOTYCVRMRZ-UHFFFAOYSA-N,RUZYUOTYCVRMRZ,,,,Y,,Y,11,0,0,0,0,0,0,0,0,,0,0,0,0
Doxifluridine,ZWAOHEXOSAUJHY-ZIYNGMLESA-N,ZWAOHEXOSAUJHY,,,,Y,,Y,11,3,0,0,0,0,1,1,0,,0,0,0,1
Doxofylline,HWXIGFIVGWUZAO-UHFFFAOYSA-N,HWXIGFIVGWUZAO,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
doxorubicin,AOJJSUZBOXZQNB-TZSSRYMLSA-N,AOJJSUZBOXZQNB,Y,Y,Y,Y,Y,Y,12,7,0,1,0,1,0,1,0,1,1,0,1,1
Droperidol,RMEDXOLNCUSCGS-UHFFFAOYSA-N,RMEDXOLNCUSCGS,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Dyphylline,KSCFJBIXMNOVSH-UHFFFAOYSA-N,KSCFJBIXMNOVSH,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Ebastine,MJJALKDDGIKVBE-UHFFFAOYSA-N,MJJALKDDGIKVBE,,,,Y,,Y,6,0,0,0,,0,,0,0,,0,,,
Econazole,LEZWWPYKPKIXLL-UHFFFAOYSA-N,LEZWWPYKPKIXLL,,,,Y,,Y,8,3,0,,1,1,0,,0,0,0,1,,
Emetine,AUVVAXYIELKVAI-CKBKHPSWSA-N,AUVVAXYIELKVAI,,,,Y,,Y,7,1,0,0,0,1,,0,,,,0,,0
enalapril,GBXSMTUPTTWBMN-XIRDDKMYSA-N,GBXSMTUPTTWBMN,Y,Y,Y,Y,Y,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Enoxacin,IDYZIJYBMGIQMJ-UHFFFAOYSA-N,IDYZIJYBMGIQMJ,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Enrofloxacin,SPFYMRJSYKOXGV-UHFFFAOYSA-N,SPFYMRJSYKOXGV,,,,Y,,Y,11,0,0,0,0,0,0,0,0,0,0,0,,0
Epalrestat,CHNUOJQWGUIOLD-NFZZJPOKSA-N,CHNUOJQWGUIOLD,,,,Y,,Y,8,1,0,0,0,,0,0,,,1,,0,0
Eperisone,SQUNAWUMZGQQJD-UHFFFAOYSA-N,SQUNAWUMZGQQJD,,,,Y,,Y,11,1,0,0,0,,0,0,0,1,0,0,0,0
Epinephrine,UCTWMZQNUQWSLP-VIFPVBQESA-N,UCTWMZQNUQWSLP,,,,Y,,Y,11,0,0,0,,0,0,0,0,0,0,0,0,0
Ergocalciferol,MECHNRXZTMCUDQ-RKHKHRCZSA-N,MECHNRXZTMCUDQ,,,,Y,,Y,10,3,0,0,0,0,1,0,,1,0,1,0,
Erlotinib,AAKJLRGGTJKAMG-UHFFFAOYSA-N,AAKJLRGGTJKAMG,,,,Y,,Y,10,4,1,0,1,1,0,0,,1,0,0,,0
Erythromycin,ULGZDMOVFRHVEP-RWJQBGPGSA-N,ULGZDMOVFRHVEP,,,,Y,,Y,9,1,0,0,0,0,1,,0,,0,,0,0
erythromycin ethylsuccinate,NSYZCCDSJNWWJL-YXOIYICCSA-N,NSYZCCDSJNWWJL,Y,Y,Y,,,Y,10,0,0,0,0,0,0,0,0,,0,,0,0
Esmolol,AQNDDEOPVVGCPG-UHFFFAOYSA-N,AQNDDEOPVVGCPG,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Estriol,PROQIPRRNZUXQM-ZXXIGWHRSA-N,PROQIPRRNZUXQM,,,,Y,,Y,12,2,0,0,0,0,1,1,0,0,0,0,0,0
Ethacrynic Acid,AVOLMBLBETYQHX-UHFFFAOYSA-N,AVOLMBLBETYQHX,,,,Y,,Y,10,4,0,0,0,,0,1,,1,0,1,0,1
ethambutol,AEUTYOVWOVBAKS-UWVGGRQHSA-N,AEUTYOVWOVBAKS,Y,Y,,Y,Y,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
ethanol,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,LFQSCWFLJHTTHZ,Y,Y,,Y,Y,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
ethinylestradiol,BFPYWIDHMRZLRN-SLHNCBLASA-N,BFPYWIDHMRZLRN,Y,Y,Y,Y,Y,Y,12,6,0,1,0,0,1,1,0,0,0,1,1,1
ethionamide,AEOCXXJPGCBFJA-UHFFFAOYSA-N,AEOCXXJPGCBFJA,Y,Y,,,,Y,12,1,0,0,0,0,1,0,0,0,0,0,0,0
Ethisterone,CHNXZKVNWQUJIB-CEGNMAFCSA-N,CHNXZKVNWQUJIB,,,,Y,,Y,12,4,1,1,0,0,1,1,0,0,0,0,0,0
Ethosuximide,HAPOVYFOVVWLRS-UHFFFAOYSA-N,HAPOVYFOVVWLRS,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethylene Glycol,LYCAIKOWRPUZTN-UHFFFAOYSA-N,LYCAIKOWRPUZTN,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethylestrenol,AOXRBFRFYPMWLR-XGXHKTLJSA-N,AOXRBFRFYPMWLR,,,,Y,,Y,2,0,,,,,,,,0,,0,,
Etidronate,DBVJJBKOTRCVKF-UHFFFAOYSA-N,DBVJJBKOTRCVKF,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Etodolac,NNYBQONXHNTVIJ-UHFFFAOYSA-N,NNYBQONXHNTVIJ,,,,Y,,Y,12,1,0,0,0,0,0,0,0,1,0,0,0,0
etoposide,VJJPUSNTGOMMGY-MRVIYFEKSA-N,VJJPUSNTGOMMGY,Y,Y,,Y,Y,Y,10,2,0,0,0,0,0,0,,,0,1,0,1
Eucalyptol,WEEGYLXZBRQIMU-UHFFFAOYSA-N,WEEGYLXZBRQIMU,,,,Y,,Y,12,1,0,0,1,0,0,0,0,0,0,0,0,0
Famciclovir,GGXKWVWZWMLJEH-UHFFFAOYSA-N,GGXKWVWZWMLJEH,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
famotidine,XUFQPHANEAPEMJ-UHFFFAOYSA-N,XUFQPHANEAPEMJ,Y,Y,,Y,Y,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Fenbendazole,HDDSHPAODJUKPD-UHFFFAOYSA-N,HDDSHPAODJUKPD,,,,Y,,Y,8,6,0,1,1,,1,,0,,1,,1,1
fenofibrate,YMTINGFKWWXKFG-UHFFFAOYSA-N,YMTINGFKWWXKFG,Y,Y,,Y,Y,Y,11,0,0,0,0,0,0,0,0,,0,0,0,0
Fenoprofen,RDJGLLICXDHJDY-UHFFFAOYSA-N,RDJGLLICXDHJDY,,,,Y,,Y,12,1,0,0,0,0,0,0,1,0,0,0,0,0
Finasteride,DBEPLOCGEIEOCV-WSBQPABSSA-N,DBEPLOCGEIEOCV,,,,Y,,Y,12,1,0,0,0,0,0,0,0,1,0,0,0,0
Flavoxate,SPIUTQOUKAMGCX-UHFFFAOYSA-N,SPIUTQOUKAMGCX,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluconazole,RFHAOTPXVQNOHP-UHFFFAOYSA-N,RFHAOTPXVQNOHP,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Flunarizine,SMANXXCATUTDDT-QPJJXVBHSA-N,SMANXXCATUTDDT,,,,Y,,Y,9,0,0,0,0,,0,0,,0,0,0,0,
Fluocinolone Acetonide,FEBLZLNTKCEFIT-VSXGLTOVSA-N,FEBLZLNTKCEFIT,,,,Y,,Y,11,1,1,0,0,,0,0,0,0,0,0,0,0
Fluorouracil,GHASVSINZRGABV-UHFFFAOYSA-N,GHASVSINZRGABV,,,,Y,,Y,12,2,0,0,0,0,0,0,0,0,1,0,0,1
fluoxetine hydrochloride,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,RTHCYVBBDHJXIQ,Y,Y,,Y,Y,Y,7,0,0,0,0,,,0,,0,0,0,,
fluphenazine,PLDUPXSUYLZYBN-UHFFFAOYSA-N,PLDUPXSUYLZYBN,Y,Y,,Y,Y,Y,5,0,0,0,,,0,0,,,0,,,
Flurbiprofen,SYTBZMRGLBWNTM-UHFFFAOYSA-N,SYTBZMRGLBWNTM,,,,Y,,Y,11,1,0,0,0,0,1,0,,0,0,0,0,0
flutamide,MKXKFYHWDHIYRV-UHFFFAOYSA-N,MKXKFYHWDHIYRV,Y,Y,,Y,Y,Y,11,3,0,0,0,1,,0,0,1,0,0,1,0
Fluvastatin,FJLGEFLZQAZZCD-JUFISIKESA-N,FJLGEFLZQAZZCD,,,,Y,,Y,11,3,0,0,1,1,0,0,,0,0,0,1,0
Foscarnet,ZJAOAACCNHFJAH-UHFFFAOYSA-N,ZJAOAACCNHFJAH,,,,Y,,Y,12,2,0,0,0,0,1,1,0,0,0,0,0,0
Furan,YLQBMQCUIZJEEH-UHFFFAOYSA-N,YLQBMQCUIZJEEH,,,,Y,,Y,11,0,0,0,0,0,,0,0,0,0,0,0,0
furosemide,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,ZZUFCTLCJUWOSV,Y,Y,,Y,Y,Y,12,1,0,0,0,0,1,0,0,0,0,0,0,0
Gabapentin,UGJMXCAKCUNAIE-UHFFFAOYSA-N,UGJMXCAKCUNAIE,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Gadopentetate Dimeglumine,QPCDCPDFJACHGM-UHFFFAOYSA-N,QPCDCPDFJACHGM,,,,Y,,Y,9,1,0,0,0,0,0,0,,,1,0,0,
galactosamine,MSWZFWKMSRAUBD-GASJEMHNSA-N,MSWZFWKMSRAUBD,Y,Y,,,,Y,12,1,0,0,0,0,1,0,0,0,0,0,0,0
Galantamine,ASUTZQLVASHGKV-JDFRZJQESA-N,ASUTZQLVASHGKV,,,,Y,,Y,10,1,0,0,1,0,0,0,0,,0,,0,0
Gallamine Triethiodide,OZLPUNFFCJDMJD-UHFFFAOYSA-N,OZLPUNFFCJDMJD,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Gatifloxacin,XUBOMFCQGDBHNK-UHFFFAOYSA-N,XUBOMFCQGDBHNK,,,,Y,,Y,12,1,0,0,0,0,1,0,0,0,0,0,0,0
gefitinib,XGALLCVXEZPNRQ-UHFFFAOYSA-N,XGALLCVXEZPNRQ,Y,Y,,Y,Y,Y,8,2,0,0,1,,,0,0,1,0,0,,
Gemcitabine,SDUQYLNIPVEERB-QPPQHZFASA-N,SDUQYLNIPVEERB,,,,Y,,Y,11,1,0,0,0,0,0,0,,0,0,0,0,1
gemfibrozil,HEMJJKBWTPKOJG-UHFFFAOYSA-N,HEMJJKBWTPKOJG,Y,Y,,Y,Y,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Genistein,TZBJGXHYKVUXJN-UHFFFAOYSA-N,TZBJGXHYKVUXJN,,,,Y,,Y,10,7,0,0,1,,1,1,,1,1,0,1,1
Gentian Violet,LGLFFNDHMLKUMI-UHFFFAOYSA-N,LGLFFNDHMLKUMI,,,,Y,,Y,10,8,0,1,1,1,,1,1,1,0,1,1,
Geraniol,GLZPCOQZEFWAFX-JXMROGBWSA-N,GLZPCOQZEFWAFX,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
glibenclamide,ZNNLBTZKUZBEKO-UHFFFAOYSA-N,ZNNLBTZKUZBEKO,Y,Y,,Y,Y,Y,9,0,0,0,0,0,0,0,,,0,0,,0
Gliclazide,BOVGTQGAOIONJV-UHFFFAOYSA-N,BOVGTQGAOIONJV,,,,Y,,Y,11,0,0,0,,0,0,0,0,0,0,0,0,0
Glimepiride,WIGIZIANZCJQQY-UHFFFAOYSA-N,WIGIZIANZCJQQY,,,,Y,,Y,8,0,0,,0,0,0,0,,,0,0,,0
Glipizide,ZJJXGWJIGJFDTL-UHFFFAOYSA-N,ZJJXGWJIGJFDTL,,,,Y,,Y,12,1,0,0,0,0,0,0,0,1,0,0,0,0
Glycidol,CTKINSOISVBQLD-UHFFFAOYSA-N,CTKINSOISVBQLD,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Glycine,DHMQDGOQFOQNFH-UHFFFAOYSA-N,DHMQDGOQFOQNFH,,,,Y,,Y,2,0,,,,,,,,0,,0,,
Gold Sodium Thiomalate,NJRXVEJTAYWCQJ-UHFFFAOYSA-N,NJRXVEJTAYWCQJ,,,,Y,,Y,10,0,0,0,0,0,0,0,0,,0,,0,0
Granisetron,MFWNKCLOYSRHCJ-AGUYFDCRSA-N,MFWNKCLOYSRHCJ,,,,Y,,Y,10,0,0,0,0,0,0,0,0,,0,,0,0
griseofulvin,DDUHZTYCFQRHIY-RBHXEPJQSA-N,DDUHZTYCFQRHIY,Y,Y,,Y,Y,Y,11,4,0,0,0,1,0,0,1,,1,0,0,1
Guanethidine,ACGDKVXYNVEAGU-UHFFFAOYSA-N,ACGDKVXYNVEAGU,,,,Y,,Y,2,0,,,,,,,,0,,0,,
haloperidol,LNEPOXFFQSENCJ-UHFFFAOYSA-N,LNEPOXFFQSENCJ,Y,Y,,Y,Y,Y,10,0,0,0,0,0,0,0,0,,0,0,,0
"Hexachloro-1,3-Butadiene",RWNKSTSCBHKHTB-UHFFFAOYSA-N,RWNKSTSCBHKHTB,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
hexachlorobenzene,CKAPSXZOOQJIBF-UHFFFAOYSA-N,CKAPSXZOOQJIBF,Y,Y,Y,,,Y,11,0,0,0,0,0,0,0,0,0,0,0,,0
Hexachloroethane,VHHHONWQHHHLTI-UHFFFAOYSA-N,VHHHONWQHHHLTI,,,,Y,,Y,9,0,,,,0,0,0,0,0,0,0,0,0
Hexachlorophene,ACGUYXCXAPNIKK-UHFFFAOYSA-N,ACGUYXCXAPNIKK,,,,Y,,Y,9,4,0,0,0,,,0,1,,0,1,1,1
Hydralazine,RPTUSVTUFVMDQK-UHFFFAOYSA-N,RPTUSVTUFVMDQK,,,,Y,,Y,10,4,0,0,1,,1,,0,1,0,1,0,0
Hydrazine,OAKJQQAXSVQMHS-UHFFFAOYSA-N,OAKJQQAXSVQMHS,,,,Y,,Y,12,1,0,0,1,0,0,0,0,0,0,0,0,0
Hydrochlorothiazide,JZUFKLXOESDKRF-UHFFFAOYSA-N,JZUFKLXOESDKRF,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydrocortisone,JYGXADMDTFJGBT-VWUMJDOOSA-N,JYGXADMDTFJGBT,,,,Y,,Y,11,3,1,1,0,,1,0,0,0,0,0,0,0
Hydroquinone,QIGBRXMKCJKVMJ-UHFFFAOYSA-N,QIGBRXMKCJKVMJ,,,,Y,,Y,11,2,0,0,1,0,0,0,0,1,0,0,0,
Hydroxyurea,VSNHCAURESNICA-UHFFFAOYSA-N,VSNHCAURESNICA,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
hydroxyzine,ZQDWXGKKHFNSQK-UHFFFAOYSA-N,ZQDWXGKKHFNSQK,Y,Y,,,,Y,11,0,0,0,0,0,0,0,0,0,0,0,,0
Ibufenac,CYWFCPPBTWOZSF-UHFFFAOYSA-N,CYWFCPPBTWOZSF,,,,Y,,Y,2,0,,,,,,,,0,,0,,
ibuprofen,HEFNNWSXXWATRW-UHFFFAOYSA-N,HEFNNWSXXWATRW,Y,Y,,Y,Y,Y,10,0,0,0,0,0,0,0,0,,0,,0,0
Idarubicin,XDXDZDZNSLXDNA-TZNDIEGXSA-N,XDXDZDZNSLXDNA,,,,Y,,Y,9,7,0,1,,1,,1,,1,1,0,1,1
Idebenone,JGPMMRGNQUBGND-UHFFFAOYSA-N,JGPMMRGNQUBGND,,,,Y,,Y,6,1,0,,0,,,0,,0,,0,,1
